   2.1666750e+06   2.8449750e+06   3.2502050e+06   2.2813175e+06   1.7680950e+06   1.8849950e+06   1.2886632e+06   1.0081295e+06   1.0597878e+06   1.3136865e+06   1.5045328e+06   1.7746750e+06   2.2115800e+06   4.4720025e+06   1.0769990e+07   1.3236002e+07   2.5003650e+07   4.3533350e+07   1.6659808e+07   7.4585350e+06   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.7770425e+06   4.9611975e+06   4.7692925e+06   2.6611550e+06   1.7242155e+06   1.8025000e+06   2.0934375e+06   2.1935550e+06   2.3239475e+06   2.5104450e+06   2.1507675e+06   2.2639925e+06
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.8979275e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.2278750e+06   2.2053150e+06   0.0000000e+00   0.0000000e+00   9.0516125e+06   7.6406400e+06   5.3182325e+06   3.8993850e+06   2.6906600e+06   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.8215400e+06   1.7618475e+06   1.3335158e+06   1.2308100e+06   1.1887085e+06   1.3845825e+06   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.7973400e+06   3.6310225e+06   3.7798950e+06   8.8968075e+06   6.4528625e+06   3.6186500e+06   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.4126050e+06   4.0895050e+06   3.2573450e+06   2.6783400e+06   2.3688700e+06   1.9293575e+06   1.7328325e+06   1.5683588e+06   1.9118225e+06   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.4661550e+06   3.7051350e+06   3.7972550e+06   8.9683825e+06   9.3745400e+06   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.7363750e+06   5.4715850e+06   4.8819400e+06   3.8917550e+06   3.1651900e+06   2.8113050e+06   2.1709975e+06   1.8646950e+06   1.9019700e+06   2.1599725e+06   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.1142625e+06   3.8943975e+06   6.0667950e+06   6.9585425e+06   2.0881525e+07   9.1108500e+06   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.2923575e+06   6.1015675e+06   6.7422250e+06   5.8611175e+06   4.6967200e+06   3.7268875e+06   3.2275425e+06   2.2389325e+06   2.0270775e+06   1.9013050e+06   1.5372175e+06   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.9671750e+06   1.9864950e+06   5.0140825e+06   1.3477975e+07   9.0048000e+06   3.8000375e+07   2.9561350e+07   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.1589050e+06   7.6191150e+06   7.7471275e+06   6.1531575e+06   5.4631675e+06   4.1802950e+06   3.0986200e+06   2.2852550e+06   2.0683950e+06   1.6871680e+06   1.0259078e+06   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.6247025e+06   2.1658000e+06   2.7663300e+06   5.4933900e+06   2.3171750e+07   1.1863688e+07   2.8603400e+07   0.0000000e+00   9.8287350e+07   6.9503875e+07   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.8029925e+06   8.4020300e+06   7.4015375e+06   5.7045625e+06   4.3868300e+06   3.0774625e+06   2.3962400e+06   1.7468342e+06   1.2367058e+06   8.2478725e+05   5.6352275e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.0399925e+06   2.5803400e+06   4.8484275e+06   8.6506000e+06   3.7965025e+07   1.7442372e+07   2.9576575e+07   8.1906475e+07   1.4302960e+08   1.3287382e+08   1.6291800e+08   1.0112375e+08   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   1.0459802e+07   8.2383175e+06   6.6330950e+06   4.8025775e+06   3.6742825e+06   2.5000675e+06   1.8545800e+06   1.6213435e+06   1.3131510e+06   7.3949400e+05   5.1614325e+05   4.5066700e+05   3.7076900e+06   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.6348700e+06   5.8749775e+06   9.0405000e+06   1.2982375e+07   4.9960925e+07   3.2618425e+07   6.3643125e+07   0.0000000e+00   0.0000000e+00   2.7295800e+08   2.9745100e+08   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   7.4966850e+06   4.9379575e+06   3.6094975e+06   2.4859450e+06   2.0028225e+06   1.5332555e+06   1.3466180e+06   1.0385252e+06   9.7562150e+05   6.2306650e+05   4.0572175e+05   4.4162825e+05   3.6206800e+07   0.0000000e+00   2.3609250e+06   1.7602900e+06   4.4604525e+06   8.4025375e+06   1.9198725e+07   2.2143800e+07   6.1266975e+07   6.9567400e+07   2.0407275e+08   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
